golden_id,tweet_id,conversation_id,created_at,text,previous_context,suggested_intent,difficulty,human_intent,human_escalate,human_resolution_note,annotator_notes,raw_text,raw_previous_context,label_audit_status
GS-141,552138,552138,Sat Dec 02 15:00:52 +0000 2017,@115858 🖕🏼🖕🏼🖕🏼 stop turning my WiFi and Bluetooth on automatically!!!! The battery life on your phones is already horrible,,CONNECTIVITY,hard,CONNECTIVITY,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@115858 ðð¼ðð¼ðð¼ stop turning my WiFi and Bluetooth on automatically!!!! The battery life on your phones is already horrible,,unchanged
GS-142,34627,34627,Wed Nov 01 09:04:16 +0000 2017,@AppleSupport charging my phone but it’s reducing the battery charge?? Help?!! https://t.co/Ssnoh9ayXN,,BATTERY_POWER,hard,BATTERY_POWER,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport charging my phone but itâs reducing the battery charge?? Help?!! https://t.co/Ssnoh9ayXN,,unchanged
GS-143,894856,894857,Fri Oct 13 20:09:25 +0000 2017,@AppleSupport Thanks but that did not help. How do I stop notifications that I have not backed up in X days? Back up automatically is off,"customer: @AppleSupport since updating to high sierra I'm seeing lots of notifications from Time Machine, which I don't use. How do I turn off? || support: @328357 Thanks for reaching out to us. We are always happy to help. This article should help you here: https://t.co/colSnLidmp",DATA_BACKUP_RESTORE,representative,DATA_BACKUP_RESTORE,True,No explicit resolution outcome is established in the available thread.,Recovery/data state can be sensitive or irreversible; verify before automating.,@AppleSupport Thanks but that did not help. How do I stop notifications that I have not backed up in X days? Back up automatically is off,"customer: @AppleSupport since updating to high sierra I'm seeing lots of notifications from Time Machine, which I don't use. How do I turn off? || support: @328357 Thanks for reaching out to us. We are always happy to help. This article should help you here: https://t.co/colSnLidmp",unchanged
GS-144,851729,851733,Sat Oct 21 02:38:47 +0000 2017,"@AppleSupport Thanks for your help, my tired brain finally figured it out and got it restore.",support: @322319 Was your iPhone back up in iTunes encrypted and that's the password it was asking for? || customer: @AppleSupport 😶I have no idea.. and if it were I don’t know what password it would be other than using just my iTunes account password || support: @322319 Let's use the information in the following article to see if that backup is encrypted: https://t.co/s6tdVStcb2,DATA_BACKUP_RESTORE,representative,DATA_BACKUP_RESTORE,True,No explicit resolution outcome is established in the available thread.,Recovery/data state can be sensitive or irreversible; verify before automating.,"@AppleSupport Thanks for your help, my tired brain finally figured it out and got it restore.",support: @322319 Was your iPhone back up in iTunes encrypted and that's the password it was asking for? || customer: @AppleSupport ð¶I have no idea.. and if it were I donât know what password it would be other than using just my iTunes account password || support: @322319 Let's use the information in the following article to see if that backup is encrypted: https://t.co/s6tdVStcb2,unchanged
GS-145,243266,243267,Thu Oct 05 16:16:10 +0000 2017,@AppleSupport Phone is slower and crashes all the time. I have a 6S Plus and should be able to run 11.,customer: @115858 I’ve never had problems with an IPhone like I’ve had since I moved to iOS 11. And I have the latest version. || support: @173763 We'd like to help if we can. What type of issues are you having exactly?,DEVICE_PERFORMANCE,representative,DEVICE_PERFORMANCE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport Phone is slower and crashes all the time. I have a 6S Plus and should be able to run 11.,customer: @115858 Iâve never had problems with an IPhone like Iâve had since I moved to iOS 11. And I have the latest version. || support: @173763 We'd like to help if we can. What type of issues are you having exactly?,unchanged
GS-146,957809,957809,Wed Oct 11 05:51:17 +0000 2017,Please hurry up fixing iPhone 8 Plus iOS 11.0.2 bugs. It’s been almost a month this phone out but still tons of bugs!!! @115858 @AppleSupport,,IOS_UPDATE,edge,IOS_UPDATE,False,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Label based on the primary support problem expressed in the message and available conversation context.,Please hurry up fixing iPhone 8 Plus iOS 11.0.2 bugs. Itâs been almost a month this phone out but still tons of bugs!!! @115858 @AppleSupport,,unchanged
GS-147,6893,6658,Sun Oct 08 12:49:34 +0000 2017,"@AppleSupport Since I updated my Iphone 7 plus, is no longer available the functions on my harman kardon headphones, volume, pause, fwr, rwd, etc.",support: Introducing the new Control Center in iOS 11. Now customizable. Learn more https://t.co/fCNsZCyS3P https://t.co/WiFGzhh3AZ,IOS_UPDATE,representative,IOS_UPDATE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport Since I updated my Iphone 7 plus, is no longer available the functions on my harman kardon headphones, volume, pause, fwr, rwd, etc.",support: Introducing the new Control Center in iOS 11. Now customizable. Learn more https://t.co/fCNsZCyS3P https://t.co/WiFGzhh3AZ,unchanged
GS-148,388560,388560,Mon Oct 09 07:51:01 +0000 2017,"Then you will charge me 2,500 pesos for the repair. @115858 @AppleSupport",,BATTERY_POWER,hard,PAYMENTS_PURCHASES,True,No explicit resolution outcome is established in the available thread.,Billing/purchase/refund context is account-specific and should be reviewed before automation.,"Then you will charge me 2,500 pesos for the repair. @115858 @AppleSupport",,unchanged
GS-149,146633,146631,Fri Nov 24 18:37:39 +0000 2017,"@AppleSupport Noted, thank you. Can I suggest this is a design issue that needs to be addressed? Leaving personal hotspot on unnecessarily is a serious power drain. Notifying the user could help avoid this and thus preserve precious power.","support: @21723 There certainly is. You'll be able to check and turn off Personal Hotspot by going to Settings > Personal Hotspot. || customer: @AppleSupport I don’t want to have to check! Is there a way for the device to show the status of the personal hotspot, as it does when it is connected to a client, and as the network bars show status? || support: @21723 The only other way to see if Personal Hotspot is enabled or not is by using 3D touch on the network toggles in Control Center where you can quickly turn it on or off.",BATTERY_POWER,representative,CONNECTIVITY,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport Noted, thank you. Can I suggest this is a design issue that needs to be addressed? Leaving personal hotspot on unnecessarily is a serious power drain. Notifying the user could help avoid this and thus preserve precious power.","support: @21723 There certainly is. You'll be able to check and turn off Personal Hotspot by going to Settings &gt; Personal Hotspot. || customer: @AppleSupport I donât want to have to check! Is there a way for the device to show the status of the personal hotspot, as it does when it is connected to a client, and as the network bars show status? || support: @21723 The only other way to see if Personal Hotspot is enabled or not is by using 3D touch on the network toggles in Control Center where you can quickly turn it on or off.",unchanged
GS-150,391737,391737,Sun Oct 08 21:02:38 +0000 2017,@AppleSupport Since upgrading to iOS 11 on my 5S my photos won't download from iCloud even though phone has 12GB storage available. Why not?,,IOS_UPDATE,hard,APPLE_ID_ICLOUD,True,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Account/authentication issue; account-specific handling makes automation risky.,@AppleSupport Since upgrading to iOS 11 on my 5S my photos won't download from iCloud even though phone has 12GB storage available. Why not?,,unchanged
